,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,19620.0,21600.0,26036.0,27090.0,27720.0,27800.0,27895.0,28127.0,28495.0,28540.0,23345.0,20286.0,25571.0
1,2017.0,20110.0,21670.0,24345.0,24900.0,24737.0,23962.0,22667.0,20891.0,22229.0,21863.0,20355.0,19200.0,22252.0
2,2018.0,18800.0,20367.0,22286.0,24105.0,23940.0,21347.0,18955.0,17536.0,22718.0,23190.0,19773.0,17863.0,20857.0
3,2019.0,19355.0,21188.0,22230.0,22436.0,22876.0,23242.0,23104.0,21457.0,25632.0,24810.0,21533.0,19480.0,22268.0
4,2020.0,20868.0,22295.0,23300.0,26805.0,26326.0,21638.0,21859.0,22362.0,23942.0,24075.0,22457.0,18255.0,22796.0
5,2021.0,15946.0,20913.0,24837.0,25838.0,25362.0,24136.0,20897.0,19587.0,0.0,0.0,0.0,0.0,22425.0
