,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,18660.0,13178.0,11600.0,7955.0,9360.0,10562.0,24771.0,22127.0,25821.0,28500.0,12400.0,7857.0,16013.0
1,2017.0,8340.0,7580.0,7155.0,8750.0,8505.0,7524.0,27748.0,36027.0,17848.0,8963.0,9336.0,11695.0,13545.0
2,2018.0,16745.0,13722.0,8995.0,9905.0,10700.0,7816.0,17136.0,25839.0,51600.0,14029.0,7082.0,8505.0,15613.0
3,2019.0,8727.0,6898.0,7840.0,8886.0,9033.0,8811.0,12478.0,26610.0,28358.0,31267.0,12114.0,11520.0,14409.0
4,2020.0,19578.0,7435.0,8711.0,7100.0,8242.0,13792.0,24129.0,44128.0,24179.0,8313.0,7728.0,13869.0,15688.0
5,2021.0,21869.0,13723.0,10809.0,11092.0,12326.0,18396.0,28617.0,35731.0,0.0,0.0,0.0,0.0,18126.0
