,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,0.0,0.0,73293.0,62960.0,35480.0,32181.0,25400.0,26100.0,33255.0,0.0,0.0,0.0,40134.0
1,2017.0,0.0,0.0,52163.0,48740.0,46105.0,30286.0,21143.0,25455.0,27565.0,0.0,0.0,0.0,35125.0
2,2018.0,0.0,0.0,70987.0,68010.0,43140.0,44221.0,29303.0,35664.0,0.0,0.0,0.0,0.0,47271.0
3,2019.0,0.0,0.0,61100.0,59745.0,42486.0,34674.0,24270.0,36790.0,31723.0,0.0,0.0,0.0,40462.0
4,2020.0,0.0,0.0,74240.0,55910.0,41505.0,42632.0,29212.0,49751.0,70438.0,0.0,0.0,0.0,48024.0
5,2021.0,0.0,57300.0,77086.0,63314.0,43959.0,43726.0,30875.0,40820.0,0.0,0.0,0.0,0.0,51022.0
