,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,23430.0,27422.0,21291.0,19870.0,16910.0,16114.0,17933.0,21727.0,28600.0,21650.0,19336.0,19048.0,20980.0
1,2017.0,25300.0,16180.0,14900.0,14590.0,14821.0,14438.0,18486.0,27445.0,28762.0,19725.0,17109.0,17958.0,19190.0
2,2018.0,30100.0,25900.0,23362.0,19067.0,17470.0,14916.0,15491.0,28336.0,32624.0,20029.0,15900.0,17926.0,21648.0
3,2019.0,23800.0,21871.0,16040.0,15136.0,14933.0,16132.0,17209.0,24267.0,30474.0,22822.0,14410.0,16106.0,19340.0
4,2020.0,28353.0,21063.0,17832.0,15390.0,19505.0,18646.0,18738.0,26080.0,46209.0,18324.0,13630.0,17698.0,21767.0
5,2021.0,35580.0,30703.0,27675.0,22903.0,20262.0,24082.0,21463.0,21218.0,0.0,0.0,0.0,0.0,25624.0
