,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,20710.0,20467.0,14882.0,13200.0,14190.0,10886.0,16371.0,19036.0,20726.0,19230.0,16018.0,15162.0,16659.0
1,2017.0,21670.0,14702.0,11427.0,11060.0,11979.0,11495.0,14400.0,20582.0,19152.0,10875.0,11155.0,16811.0,14672.0
2,2018.0,24655.0,23478.0,15895.0,15771.0,17430.0,10261.0,12718.0,22336.0,29271.0,16638.0,12645.0,15632.0,17897.0
3,2019.0,17777.0,14635.0,11150.0,11232.0,13343.0,11300.0,10174.0,18310.0,27347.0,23362.0,16590.0,22530.0,16393.0
4,2020.0,30988.0,17028.0,15130.0,14605.0,15011.0,14291.0,16346.0,33802.0,32210.0,18759.0,15741.0,20596.0,20293.0
5,2021.0,30229.0,19126.0,14314.0,14422.0,17015.0,13863.0,14718.0,22980.0,0.0,0.0,0.0,0.0,17858.0
