,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,112590.0,123556.0,66582.0,40120.0,36120.0,44571.0,48467.0,44609.0,75347.0,42870.0,50555.0,40838.0,59591.0
1,2017.0,46180.0,35250.0,29636.0,26990.0,35116.0,43476.0,54810.0,58973.0,66819.0,35438.0,38164.0,31242.0,42191.0
2,2018.0,50482.0,82533.0,51448.0,38305.0,36720.0,41905.0,49109.0,43436.0,69953.0,45990.0,44255.0,48074.0,49548.0
3,2019.0,72382.0,89776.0,72990.0,34482.0,38724.0,40989.0,48061.0,52038.0,50105.0,48229.0,56667.0,53450.0,54272.0
4,2020.0,79173.0,113488.0,73645.0,37300.0,36895.0,39534.0,48957.0,60668.0,100074.0,64878.0,44821.0,38543.0,61348.0
5,2021.0,69973.0,105102.0,67861.0,39550.0,39406.0,55883.0,52644.0,38338.0,0.0,0.0,0.0,0.0,59054.0
