,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,30917.0,35037.0,31767.0,18350.0,17683.0,22746.0,29079.0,30894.0,33561.0,27617.0,27545.0,29794.0,27879.0
1,2017.0,38917.0,30167.0,24061.0,19883.0,14860.0,13460.0,26762.0,33182.0,19111.0,25563.0,28409.0,31035.0,25476.0
2,2018.0,40788.0,32667.0,34095.0,25937.0,28583.0,20830.0,19091.0,30030.0,28863.0,20683.0,20455.0,29737.0,27599.0
3,2019.0,30636.0,31216.0,31483.0,22303.0,21841.0,19070.0,24623.0,29476.0,27351.0,34651.0,50730.0,29800.0,29431.0
4,2020.0,47700.0,32367.0,29439.0,17600.0,15588.0,19206.0,19043.0,35093.0,40570.0,17725.0,21151.0,31087.0,27199.0
5,2021.0,39158.0,42956.0,39252.0,30179.0,30354.0,24986.0,23633.0,24206.0,0.0,0.0,0.0,0.0,32029.0
