,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,9215.0,9722.0,9282.0,11070.0,11310.0,11452.0,11657.0,11791.0,13537.0,10520.0,12182.0,11876.0,11141.0
1,2017.0,11860.0,9170.0,9545.0,10080.0,9463.0,10029.0,9743.0,10836.0,12267.0,9800.0,10482.0,11284.0,10391.0
2,2018.0,11245.0,11656.0,9676.0,11190.0,11200.0,11203.0,12318.0,13273.0,14576.0,10000.0,10909.0,9905.0,11399.0
3,2019.0,10555.0,9671.0,8890.0,9327.0,9605.0,9026.0,9991.0,11024.0,13126.0,11952.0,12933.0,12080.0,10682.0
4,2020.0,13558.0,9365.0,8486.0,9420.0,12347.0,10171.0,9009.0,5173.0,6408.0,4851.0,4070.0,4053.0,8064.0
5,2021.0,5289.0,6616.0,5519.0,5780.0,5855.0,6542.0,5477.0,5969.0,0.0,0.0,0.0,0.0,5864.0
