,구분,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,연평균
0,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32760.0,0.0,0.0,32760.0
1,2017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37400.0,37400.0,0.0,0.0,37400.0
2,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49907.0,0.0,0.0,49907.0
3,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47360.0,0.0,0.0,47360.0
4,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55460.0,54951.0,0.0,0.0,55087.0
